c1a_c1b_s1_y1,ifn_a_CpG_0,ifn_a_CpG_1,ifn_a_CpG_3,ifn_a_LPS_0,ifn_a_LPS_1,ifn_a_LPS_3,ifn_a_PG_0,ifn_a_PG_1,ifn_a_PIC_0,ifn_a_PIC_1,ifn_a_PIC_3,ifn_a_RSV_0,ifn_a_RSV_1,ifn_a_RSV_3,ifn_a_RV_1,ifn_a_RV_3,ifn_g_CpG_0,ifn_g_CpG_1,ifn_g_CpG_3,ifn_g_CR_0,ifn_g_CR_1,ifn_g_CR_3,ifn_g_DM_0,ifn_g_DM_1,ifn_g_DM_3,ifn_g_LPS_0,ifn_g_LPS_1,ifn_g_LPS_3,ifn_g_MAB_1,ifn_g_MAB_3,ifn_g_PG_0,ifn_g_PG_1,ifn_g_PG_3,ifn_g_PHA_0,ifn_g_PHA_1,ifn_g_PHA_3,ifn_g_PIC_0,ifn_g_PIC_1,ifn_g_PIC_3,ifn_g_RSV_0,ifn_g_RSV_1,ifn_g_RSV_3,ifn_g_RV_1,ifn_g_RV_3,ifn_g_TT_0,ifn_g_TT_1,ifn_g_TT_3,il_10_CpG_0,il_10_CpG_1,il_10_CpG_3,il_10_CR_0,il_10_CR_1,il_10_CR_3,il_10_DM_0,il_10_DM_1,il_10_DM_3,il_10_LPS_0,il_10_LPS_1,il_10_LPS_3,il_10_MAB_1,il_10_MAB_3,il_10_PG_0,il_10_PG_1,il_10_PG_3,il_10_PHA_0,il_10_PHA_1,il_10_PHA_3,il_10_PIC_0,il_10_PIC_1,il_10_PIC_3,il_10_RSV_0,il_10_RSV_1,il_10_RSV_3,il_10_RV_1,il_10_RV_3,il_10_TT_0,il_10_TT_1,il_10_TT_3,il_12p40_CpG_0,il_12p40_CpG_1,il_12p40_CpG_3,il_12p40_LPS_0,il_12p40_LPS_1,il_12p40_LPS_3,il_12p40_PG_0,il_12p40_PG_1,il_12p40_PG_3,il_12p40_PIC_0,il_12p40_PIC_1,il_12p40_PIC_3,il_12p40_RSV_0,il_12p40_RSV_1,il_12p40_RSV_3,il_12p40_RV_1,il_12p40_RV_3,il_13_CR_0,il_13_CR_1,il_13_CR_3,il_13_DM_0,il_13_DM_1,il_13_DM_3,il_13_MAB_1,il_13_MAB_3,il_13_PHA_0,il_13_PHA_1,il_13_PHA_3,il_13_TT_0,il_13_TT_1,il_13_TT_3,il_4_CR_1,il_4_CR_3,il_4_DM_1,il_4_DM_3,il_4_MAB_1,il_4_MAB_3,il_4_PHA_0,il_4_PHA_1,il_4_PHA_3,il_4_TT_1,il_4_TT_3,il_5_CR_1,il_5_CR_3,il_5_DM_1,il_5_DM_3,il_5_MAB_1,il_5_MAB_3,il_5_PHA_1,il_5_PHA_3,il_5_TT_1,il_5_TT_3,il_8_CpG_0,il_8_CpG_1,il_8_CpG_3,il_8_LPS_0,il_8_LPS_1,il_8_LPS_3,il_8_PG_0,il_8_PG_1,il_8_PG_3,il_8_PIC_0,il_8_PIC_1,il_8_PIC_3,il_8_RSV_0,il_8_RSV_1,il_8_RSV_3,il_8_RV_1,il_8_RV_3,tnf_a_CpG_0,tnf_a_CpG_1,tnf_a_CpG_3,tnf_a_LPS_0,tnf_a_LPS_1,tnf_a_LPS_3,tnf_a_PG_0,tnf_a_PG_1,tnf_a_PG_3,tnf_a_PIC_0,tnf_a_PIC_1,tnf_a_PIC_3,tnf_a_RSV_0,tnf_a_RSV_1,tnf_a_RSV_3,tnf_a_RV_1,tnf_a_RV_3
ifn_a_PIC_3,,,,,,,,,,,1,0.046570943,-0.068101199,0.067045121,0.042090586,0.260542176,0.040831446,-0.090780777,0.176005408,0.000577588,-0.009212941,-0.054859181,-0.010692725,-0.116538445,0.166897446,0.039663188,-0.033496994,0.158059492,-0.037752813,0.189314603,0.008078161,-0.037528806,0.121698293,0.134580888,0.057226363,0.199299929,0.067419285,0.055922128,0.387157745,0.02729655,-0.000124031,0.137299666,0.00539374,0.172094514,0.029830317,-0.001912458,0.053690459,-0.029438028,0.032307058,0.166768947,-0.103102659,0.009549232,0.049595932,-0.042199495,-0.050677978,0.096175204,0.005316812,0.04546044,0.171241204,-0.016087656,0.276215816,-0.002319496,-0.027140721,0.143504472,0.038541099,0.024864376,0.204515066,0.075277411,0.024028313,0.196116133,-0.005636727,-0.002556155,0.12543411,0.075494752,0.086251166,-0.041361393,-0.00507604,0.080163178,0.132573327,-0.015169853,0.104998567,0.013547528,-0.020439307,0.034809362,-0.005399645,-0.001069036,0.265190403,0.053774203,-0.060967658,0.272961248,0.016969287,-0.058665701,0.179636944,0.009832096,0.031188696,0.020023946,-0.014344874,0.009474891,-0.058395001,-0.102529233,0.172432504,-0.047355029,0.246406827,0.036649131,0.054529072,0.194616028,-0.01883541,-0.025246993,0.076464901,-0.061389441,-0.074258515,-0.08179178,-0.005752655,-0.033699992,0.117813425,0.051983735,0.060577809,0.111587834,-0.035331983,-0.003996431,-0.072748964,-0.044393613,-0.140856419,0.116350468,-0.048688586,0.201690589,0.027457425,0.200992219,-0.071289374,0.019150379,-0.113083251,0.047865178,0.036064566,-0.003564934,0.049698296,0.165914544,-0.002651844,0.016421952,0.235764216,-0.080957581,0.056985684,0.021551722,-0.07024116,0.000460326,0.114437174,-0.002470116,-0.030736851,-0.021127508,-0.014623775,0.121715679,0.06016167,0.068218737,0.240332019,0.102184782,0.002768548,0.203390938,0.019183009,0.068968858,0.388806976,0.004718351,-0.018572711,0.144845969,-0.004111174,0.142193371
ifn_a_RSV_0,,,,,,,,,,,,1,-0.011980063,0.081272877,-0.01197075,0.040308027,0.011351103,0.010493489,-0.032357722,0.048652355,0.009918962,0.007261113,-0.013525312,-0.089627586,0.076854805,0.027423317,-0.041184997,-0.002505313,-0.035727919,0.008451672,0.050883412,-0.003696166,0.069657945,0.034727648,0.006623666,-0.045595515,0.015099217,-0.092994687,0.088750502,0.082906738,0.028183968,0.034379116,-0.000564514,0.051242984,0.06327032,-0.034763353,0.033311866,0.010549318,-0.06968293,0.01673517,-0.010754336,-0.056119857,-0.013354044,-0.003213448,-0.102557166,0.043456657,0.103045373,-0.027032324,0.000535116,-0.044477822,0.081914804,0.084076582,-0.022610846,0.075798806,0.02508351,-0.083917191,0.029827695,0.016323235,-0.044822033,0.032649868,0.073141627,-0.049159135,0.028889629,0.018952964,0.013520419,-0.00089634,-0.057229913,0.057427386,0.021788857,0.030893776,-0.019723904,-0.006972064,-0.003762727,-0.037367204,0.023544187,-0.00484224,0.074022407,-0.008319517,-0.084767563,0.080486972,0.07685752,0.034782815,0.092083199,0.017692065,0.064372999,0.073636694,-0.02530901,-0.021650353,0.026537908,-0.035814462,0.036294196,-0.031472294,0.078469505,0.052413548,-0.029318069,0.012012609,0.064597058,-0.021114728,0.053222517,0.047837889,0.05644267,-0.027434739,0.052088637,0.000350509,0.062518158,-0.042675661,0.014006047,-0.009702162,0.008724195,0.047324318,0.003683547,-0.009915874,-0.036717558,0.031259594,-0.032651678,0.063215497,-0.042074038,0.021758742,-0.00021149,0.063747202,-0.018546701,0.042742714,-0.020884001,0.03537412,-0.050619886,-0.079611414,0.020479547,-0.074913489,0.015741708,-0.04703216,0.042852974,-0.000999455,0.106021175,-0.007699472,-0.01257858,0.001153015,-0.021193608,0.047816299,-0.053868409,0.048974974,0.112957639,-0.033199955,0.012719657,0.115038024,0.010582254,0.095589911,0.040157202,-0.047956297,0.085169926,0.384682385,0.012474605,0.044764068,-0.015956998,0.099673035
ifn_a_RSV_1,,,,,,,,,,,,,1,-0.007067122,0.041141797,-0.10213515,0.019724996,0.178364082,-0.014032308,0.005012746,0.028726738,0.002407454,-0.002472002,0.114391728,-0.029082901,0.052606892,0.102816533,0.019804873,0.043056236,-0.014300008,0.068188502,0.071012425,-0.030702666,-0.016166696,-0.033298786,-0.076990262,0.105814414,0.106390671,0.001213505,0.009119349,0.04824462,-0.005172306,0.093336019,-0.053640789,-0.001541765,0.041292343,0.024298482,0.048318652,0.087322536,-0.012058648,0.042590709,0.140629947,-0.074819447,0.02005125,0.165974922,-0.032191453,-0.040992073,-0.017420549,-0.033462441,0.126370585,-0.086565142,-0.007089131,0.075014773,-0.073578514,0.045514262,0.093059999,-0.149017562,0.039531351,0.267776637,-0.044832816,-0.032503454,0.158485364,-0.039990071,0.103611677,-0.054860167,-0.016182789,0.099825942,-0.012200529,-0.004615278,-0.033989763,-0.045772867,0.039919456,-0.047522267,-0.006643229,0.065606816,-0.010807004,-0.047723327,0.056321888,0.194278657,0.032812666,0.005697433,-0.002007417,-0.057073507,-0.038791678,0.00173679,-0.021053772,0.013957026,-0.059105439,0.045974531,0.052057482,-0.081465947,0.014442783,-0.079072685,-0.003046005,-0.054116441,-0.145314584,0.056255244,0.035199464,-0.030587346,0.034913876,-0.031790962,0.06084471,-0.007199208,-0.037070034,-0.088570542,-0.030997402,-0.051724605,-0.15436391,0.039300204,0.020052188,0.029147033,-0.06844621,0.075887033,-0.040828112,0.03497262,-0.087854176,-0.029993872,-0.135913972,0.061639342,-0.000213319,0.053489702,-0.009882863,-0.05405829,-0.012604131,-0.011278981,-0.032717431,0.012636541,-0.023335302,-0.051123945,0.049626974,0.01666851,-0.046548674,0.028030562,0.041965593,-0.056351739,0.023123623,0.015473909,0.054260444,0.182764817,-0.04789893,-0.00368395,-0.050568382,-0.051480047,0.003022307,0.12028961,-0.065136317,0.066474349,0.300242714,-0.012299016,0.005838503,0.180526682,-0.041526509,0.206352023,-0.098327759
ifn_a_RSV_3,,,,,,,,,,,,,,1,-0.007474883,0.114861879,-0.015769123,-0.023392064,0.095915283,0.097174333,-0.045915982,0.114530325,0.001606189,-0.093887198,0.123576701,-0.044757982,-0.05340348,0.027921056,-0.024120607,0.074853314,-0.038078197,0.026499658,0.129883571,0.07345772,0.079350503,0.060937589,-0.036873451,-0.039966218,0.042249477,0.008641506,-0.004697871,0.184423228,-0.004593278,0.092455184,0.036459531,0.023491872,0.057637639,-0.108760668,-0.057074705,-0.006066044,-0.02522035,-0.102782404,0.109575233,-0.051908669,-0.103742266,0.04234205,-0.02480377,-0.09310674,-0.118486967,-0.098675309,0.012100679,-0.048669842,-0.042693953,0.025670023,-0.034575853,-0.033300019,-0.036518184,-0.071908323,-0.039019245,0.064870499,-0.040331338,-0.080523872,0.148674982,0.014686868,0.037453795,-0.052414539,-0.078669177,0.063585259,0.018517579,0.004859205,0.033229386,-0.127756859,-0.099856147,0.111342878,-0.137679727,-0.07811017,0.130669797,-0.105812462,-0.10500324,0.072880608,-0.145229404,0.013761702,0.22718728,-0.042718411,0.171120171,-0.014817841,-0.05895024,0.076116017,-0.023298103,-0.060593373,-0.005889484,-0.06323079,-0.069365451,0.01876878,0.038423022,-0.049661868,-0.038636918,-0.036706717,-0.023023415,-0.039640027,0.085160673,-0.060334377,-0.010300024,-0.043759,-0.021278272,-0.034926376,0.057705183,-0.033442744,-0.021877457,0.004448211,-0.031733662,0.071451741,-0.072868398,0.038286189,-0.056635896,-0.065540809,0.015803276,-0.03585654,-0.035769177,0.005093513,-0.088054234,-0.007981453,0.046412078,-0.058935719,-0.06720958,-0.122222981,-0.080668491,-0.035745112,-0.094446123,-0.09825724,0.000443974,0.075730228,-0.114863264,-0.014999212,0.067806876,0.005826803,-0.00760379,-0.043465061,-0.048605632,0.124871152,0.036793215,-0.079028652,-0.021386247,0.014613206,-0.001911021,0.108732691,-0.068628271,-0.063680182,0.107548927,-0.037392604,0.009278048,0.253404827,-0.009179559,0.152090566
ifn_a_RV_1,,,,,,,,,,,,,,,1,-0.000850401,0.02043037,-0.010733619,0.039141206,-0.012471889,-0.04714711,-0.075663948,-0.027122271,0.046420763,0.038119163,-0.050874693,0.093688305,0.085850991,0.110868825,0.045538492,-0.016558428,0.054805449,-0.009204418,-0.031628667,-0.036728824,0.003509302,0.039055391,0.167610211,0.132594617,-0.037448371,0.092136788,0.021408768,0.235811875,0.063563298,-0.001003621,0.092340403,0.066999331,0.024522173,0.252409351,0.058762491,-0.021764098,0.059713226,-0.000495223,0.014666848,0.023451647,0.057723961,-0.036238346,0.218175855,0.12300128,0.16855197,0.018526155,0.029558968,0.139643086,0.060176684,0.055551523,0.114880824,-0.054561402,0.00466188,0.005496808,0.08218321,0.014386735,0.07505125,0.047990081,0.173775007,0.075138875,-0.021480147,0.123187785,0.041340069,0.089036377,-0.096919077,0.000871593,0.01537388,0.060801807,0.056022928,0.005534571,0.055494001,0.056163408,0.030063452,0.083734973,0.106764844,-0.00690319,-0.05224045,0.001332544,-0.022595948,-0.026928193,-0.058222693,-0.035893039,-0.099453924,-0.04229882,0.119505853,0.010167014,0.129782204,-0.046041689,0.00444157,0.042627983,-0.134112932,-0.002019716,0.085580454,0.019080235,-0.04361613,-0.063696692,0.05983957,-0.008747395,0.035541176,-0.078075772,0.055201218,0.030283765,-0.120383998,0.0408589,-0.022374199,-0.018185498,-0.07012764,0.110550093,0.014177163,0.113625585,-0.069902889,0.032908329,-0.113217546,0.054738516,-0.010676009,0.00338508,-0.024959813,-0.060048985,0.020103644,0.075160262,0.012219395,0.044021661,0.077261321,0.022139926,-0.014980524,-0.087790087,-0.056957535,0.014280699,-0.052695203,-0.03686116,-0.114179634,0.037812584,0.034911487,0.223888514,-0.010318066,0.004439064,0.211949387,0.076587289,0.039391781,0.146808596,-0.026330637,-3.87148E-06,0.067094525,0.053049168,0.028853423,0.031206751,-0.051927456,0.257925587,0.104709902
ifn_a_RV_3,,,,,,,,,,,,,,,,1,0.094831368,-0.104826531,0.146100834,0.028890057,0.050764646,0.022160462,0.038698752,-0.094546514,0.076210655,-0.077416943,-0.155049939,-0.067176614,-0.100350829,0.121382029,-0.067790633,0.024530455,0.028986963,0.198195336,0.210541221,0.270084514,0.010695107,-0.067841423,0.083742298,0.13880598,-0.059670212,0.126875864,-0.145558517,0.244074529,0.036322386,0.074502447,0.137960725,-0.006076869,-0.07965986,0.104988446,-0.136121305,0.010625949,0.074072569,-0.078328639,-0.061727373,0.025424755,0.026041617,-0.081911166,0.109919139,-0.089604312,0.160124604,-0.055696725,-0.053116162,0.140750911,0.002364744,0.081300275,0.311966227,0.023176445,-0.047780377,0.075911169,-0.022389887,-0.101757587,0.096670452,-0.025537396,0.192045604,-0.054215879,0.016154816,0.087611757,0.131309274,0.107002486,0.175092124,-0.157895473,-0.154937881,-0.04510974,-0.133719057,-0.021739232,0.125624306,-0.10217223,-0.167061875,0.040279869,-0.040825444,-0.074710351,0.171388525,0.02145864,0.03992699,0.107740906,0.065627636,0.114416986,0.010089089,-0.089562479,0.118398763,-0.028927559,0.167114536,0.144564353,0.251317183,0.344296384,0.03261639,0.034538598,0.171528328,0.029063356,0.021458614,-0.068021567,-0.078435361,0.006939375,0.060076933,0.088075532,0.261554549,0.290120765,0.030512712,0.06038715,0.016078729,0.059275394,-0.143287042,0.059331937,-0.091358927,0.141003206,0.177297659,0.322270229,-0.002065065,0.103284946,-0.152623077,0.058467157,0.042093175,0.027647567,-0.010579227,0.02455434,0.024157606,-0.006895709,0.107462949,-0.130746754,0.079579714,0.078257178,-0.095863176,0.026548702,0.04711306,0.085656943,-0.281761999,-0.025487968,0.070777045,0.215200434,0.095686743,-0.066052881,0.062492539,0.10659428,0.066910194,0.184848012,-0.023710238,0.051345083,0.198770667,-0.0133701,-0.052495444,0.188427873,0.024534777,0.125109913
ifn_g_CpG_0,,,,,,,,,,,,,,,,,1,0.048096949,0.020807294,0.112956338,0.034309415,-0.030553367,0.212899008,0.029365782,0.03448479,0.203424501,0.003186585,0.017415084,0.030175776,0.013281552,0.254146104,0.001119407,-0.01373132,0.401533714,0.057485907,0.14709963,0.314373692,-0.076152603,-0.028420014,0.169878491,-0.015288339,-0.0158431,-0.037224273,-0.016618388,0.156010795,0.003296845,-0.045166709,0.121972057,0.001742752,-0.005869239,0.076817506,0.041953158,-0.075608175,0.031921251,0.085020034,-0.055871679,-0.112070473,-0.037429693,0.007797282,0.012923784,-0.027933814,-0.005903096,-0.086401093,-0.068680341,0.1281458,-0.025686632,0.07934837,0.071519164,0.041836612,-0.090375719,-0.081533776,-0.033648219,-0.106495065,0.063511908,-0.05315178,-0.032671548,0.014594432,-0.1503162,0.284499861,0.000693766,0.01598178,0.136908156,-0.020333378,-0.018595717,0.153490509,-0.085168688,-0.002955034,0.13301609,-0.048742692,-0.030870113,-0.017084441,-0.013564573,-0.004603501,0.035460182,-0.057707213,0.086951384,0.027206543,-0.05306765,0.124413577,0.001097798,0.02021136,-0.026532303,0.03055785,0.081040301,-0.009201458,0.104542189,0.146764666,0.014790368,-0.060252363,-0.057032671,-0.046663015,-0.030310456,-0.007227405,-0.029044562,-0.018941812,0.076821525,-0.025615344,0.115789957,-0.012122752,-0.012192295,0.042818874,-0.052745996,0.007977894,0.014799618,-0.046614852,0.046454745,-0.0142279,0.142601702,0.002778251,-0.068237535,0.00477473,0.048214273,-0.018164312,0.030945941,-0.044673051,-0.037871057,0.008858998,-0.027318628,-0.044200472,0.036905444,0.047617681,-0.02268638,0.020055599,0.042097502,0.007208007,0.063041748,-0.036421435,0.256894533,0.033401971,-0.039112935,0.055885144,-0.048845148,0.020780526,0.087943246,-0.05963601,-0.012245251,0.178840695,0.006330805,-0.029739641,0.046567185,0.049057912,0.002244333,0.073210664,-0.081414926
ifn_g_CpG_1,,,,,,,,,,,,,,,,,,1,-0.053612936,-0.019589464,0.145603602,0.060043832,0.043283498,0.221806693,-0.016024634,0.083317165,0.159355688,-0.008047634,0.090433664,0.012385031,0.09304551,0.167612207,0.000405185,0.015872381,0.07988575,0.009478799,0.104756386,0.179094577,-0.02147073,0.010660434,0.079714037,-0.030833563,0.16785754,-0.049318115,0.002018375,0.102304544,-0.014163065,0.008872577,0.029637877,-0.046818518,0.087480203,0.111763115,-0.059823867,0.064267145,0.145168617,-0.045303875,-0.012229938,-0.145573863,-0.099234443,0.0203929,-0.09482004,0.030484194,0.001911006,-0.044501911,0.039427075,0.000940613,-0.097574763,-0.011143847,0.242173223,-0.087989895,-0.000405927,0.143544061,-0.107863108,0.101857431,-0.068419119,0.06726667,0.089572317,-0.067232541,-0.041828877,0.042936735,-0.045372909,0.112159249,0.004138064,-0.040179577,0.127730977,0.078136921,-0.031480054,0.099766391,0.213338639,-0.071520021,0.013833522,0.126837663,-0.083061854,0.077113122,-0.045571601,-0.005039181,0.083118671,-0.016849528,0.040844041,0.103433981,-0.04660589,0.004830614,-0.020371096,-0.019873761,0.001048516,-0.053893996,0.067483756,0.05689692,-0.039991469,0.078851928,0.045253955,0.049594345,0.037252694,-0.048236491,-0.013221422,-0.088750747,-0.05585468,-0.035292231,0.057724899,0.006754708,0.139759297,0.016379944,0.128922704,-0.032463329,0.021299454,-0.009138626,0.007106616,-0.045769372,0.045668863,-0.031198991,0.086689519,0.04367947,-0.041249521,0.057531285,-0.008363669,-0.010549725,0.042195439,-0.024733778,-0.02058077,0.118605228,0.034829749,-0.068301698,0.08406965,0.062611821,-0.020765223,0.086476717,-0.004240163,0.06812434,0.180853411,-0.059612406,0.007193862,-0.074500117,-0.020382337,0.008226957,0.025440262,0.016647385,0.071519588,0.250751923,-0.065019163,0.042041712,0.189585232,-0.051424402,0.139350962,-0.085014063
ifn_g_CpG_3,,,,,,,,,,,,,,,,,,,1,0.041865146,-0.008924885,0.240872475,0.028293792,-0.078696178,0.229445876,0.032527675,-0.018336516,0.212452401,0.032848693,0.313675192,0.004400683,0.07043108,0.21396557,0.083428297,0.028795961,0.174726497,0.065698908,0.041255066,0.272467899,-0.008942394,-0.005654361,0.223877277,-0.005640178,0.354251385,0.064399833,0.05385747,0.171759127,0.034887392,0.053424063,0.243212884,-0.031975446,0.025813013,0.28241067,0.027798664,0.00741689,0.26367406,0.024950965,0.046192368,-0.028092262,0.035312433,0.213709523,0.02821836,0.114793932,0.194996397,0.058072639,0.072653501,0.134558046,0.052369546,-0.016582246,0.309571791,0.03765264,0.026932679,0.378708893,0.034689221,0.312343633,-0.033249034,0.07188782,0.211653077,0.02844698,-0.000732857,0.328769233,-0.01873386,0.026553996,0.234966407,-0.002242526,0.120310127,0.26828791,0.011464399,-0.045439085,0.271499322,0.059874291,-0.007802558,0.342948512,-0.018648714,0.229276247,0.068649105,0.036219671,0.108103221,-0.005323467,-0.050637555,0.029763173,0.047462878,0.080281863,0.112218479,0.084941019,0.048765293,0.05906419,0.107899253,0.16085146,-0.013806466,-0.004732724,-0.037760988,-0.061210085,0.05484124,0.030803606,0.119275134,0.079557848,0.011272863,0.095635774,0.081006551,-0.025340423,0.112649029,-0.052718422,0.024168769,0.051312777,0.075725006,0.090474763,0.048187842,0.054469202,0.130604169,0.021598569,-0.010704863,0.287904794,0.042613281,0.01923853,0.003753187,0.042989142,0.024753255,0.063551657,-0.03625062,-0.0457724,0.264488339,0.009334846,-0.015558417,0.356233619,-0.015286596,0.233570101,0.011351845,0.003945509,0.511036336,0.080186739,0.038675827,0.146148542,0.072073491,0.035625629,0.146046181,0.018012893,0.051207241,0.354964539,0.045163176,0.012999712,0.433171239,0.016540017,0.378968047
ifn_g_CR_0,,,,,,,,,,,,,,,,,,,,1,-0.019190978,-0.00051592,0.224565964,-0.030929582,-0.02715381,0.040256173,-0.04270811,-0.002253086,-0.026926375,-0.000201085,0.004870142,-0.022171093,-0.022008514,0.265545215,-0.039915301,-0.0089593,0.097200354,-0.047031284,0.012267436,0.096142319,-0.040857175,0.016860828,-0.023150808,0.037906672,0.275124727,-0.021935288,0.014234186,-0.031961215,0.011602013,0.059532734,0.038087375,-0.018376171,0.064651548,0.018231278,-0.050019868,0.006099589,-0.037650197,-0.000879167,0.029547986,0.020760951,0.057327146,-0.103161436,0.021148828,0.038383629,0.035452226,0.005896984,0.035389566,-0.00961906,-0.004438947,0.044221475,-0.095483501,-0.003667067,0.041566836,0.021185408,0.031505485,0.008612792,-0.03177853,0.077813573,0.002096935,0.021889791,0.057030404,-0.087710991,-0.020800329,0.017008686,-0.104151304,-2.90509E-05,-0.008956491,-0.063580102,-0.092360384,0.081137999,-0.069525231,-0.015833442,0.061797817,0.004115991,0.047304695,0.164401971,-0.018932467,0.023793065,0.051258817,-0.057195368,0.017288996,0.038728724,0.062403579,0.073699506,0.03893231,0.053924929,0.118655525,0.021698762,0.049686009,-0.019646746,0.021573377,-0.024899001,0.031323013,0.046670536,0.081499276,0.011876791,0.059163363,0.041248859,0.031634032,0.028100447,-0.028580342,0.026084445,-0.040047957,-0.029505184,0.038499148,0.066024518,0.024063835,0.063735488,0.000819734,0.058315264,-0.088794737,-0.032852292,0.026540592,-0.108164545,-0.040771482,0.021936446,-0.115821324,-0.001557407,-0.040823254,-0.076295282,-0.028485721,0.035284642,-0.086022252,-0.005590052,0.006702845,0.043458646,0.006377817,0.028259261,-0.026849417,0.047426261,-0.022316006,-0.049071895,0.008852643,-0.082519516,-0.00930955,-0.048445861,0.030321873,-0.050181264,0.036958621,0.006756809,-0.00830732,0.046500658,-0.023511463,0.031457222
ifn_g_CR_1,,,,,,,,,,,,,,,,,,,,,1,0.009067894,0.060281395,0.243326052,0.003381325,0.047656127,0.020006765,-0.026130493,-0.029689815,-0.007274968,0.043239658,0.09280825,0.021207831,0.078167975,0.096256347,0.059357549,0.062608158,-0.018812964,-0.031707313,0.091505428,0.066358345,-0.06163086,0.018683444,0.041055193,0.018117289,0.139306606,-0.011300813,0.039510074,-0.029214744,0.026952996,0.00973456,0.227862263,-0.01167779,0.050963936,0.184841869,-0.044019437,0.036832452,-0.084514955,0.022764329,-0.041270296,-0.020309437,-0.002299404,-0.03292318,-0.022106625,0.005933992,-0.001149978,0.051394349,0.031996952,0.039032854,-0.014847759,0.061739522,0.016106669,-0.022825775,-0.011471761,0.028302141,0.040033553,0.10408111,-0.025874744,-0.003112494,0.15156799,0.02423763,0.034962788,0.028712547,-0.020230808,0.05404334,0.04860226,-0.023439768,0.016321175,0.036640455,-0.025911341,0.078713069,0.095696814,-0.023160382,0.121303454,-0.045041197,0.062217133,0.34075303,-0.005099645,0.063881224,0.12747145,-0.008995352,-0.057251228,0.002889444,9.36505E-05,0.021171688,0.081279996,0.022586986,0.046110423,-0.022087161,0.240443533,0.031536774,0.119125281,0.01801961,-0.042026633,-0.013812939,-0.037101861,0.027170527,0.099924892,0.033024851,-0.043132315,0.325236236,-0.019888069,0.09918619,-0.030457893,-0.056459385,-0.009347104,-0.014084939,0.048253831,-0.020982559,-0.040200208,0.048668518,0.049640644,0.039948617,0.024566084,-0.11745111,0.032499136,0.036363669,-0.104911181,0.012413887,0.046428087,0.007051942,-0.00632864,0.115108878,0.026949136,-0.038838403,0.086680983,-0.033711794,0.017312556,0.087015699,0.027969634,0.061634936,-0.039366686,0.020495865,0.125628284,-0.037329755,0.046014521,0.105392017,0.044475403,0.009989518,0.094669425,0.121031036,-0.00376401,0.085625833,0.001157207
ifn_g_CR_3,,,,,,,,,,,,,,,,,,,,,,1,0.028622221,0.02431216,0.260577421,0.025140747,0.00932365,0.068982575,0.034631916,0.198911085,0.016799228,0.118683187,0.200993604,0.043992989,0.06163544,0.127422683,-0.05271349,0.031161141,0.040640876,0.013467589,-0.009677855,0.206166099,0.006217884,0.165997513,0.022564423,0.080896566,0.219289955,-0.010127722,-0.023915578,0.095100646,0.004238938,-0.025356563,0.422822765,-0.034260126,-0.019940412,0.114415758,-0.016433303,-0.067335848,-0.119999417,-0.014999597,0.075922525,-0.020511755,0.034041809,0.035700068,-0.040506674,-0.03074169,0.05499555,-0.0195937,-0.014441136,0.108234777,-0.03862197,-0.019653739,0.195267496,-0.007686053,0.125507726,-0.013855134,-0.012742715,0.121331774,-0.081354456,0.007540996,0.074339737,-0.030989703,0.008206175,0.058826319,0.025173286,0.090675994,0.1275066,-0.057701313,-0.041159591,0.06331289,-0.031772805,0.011876836,0.192635309,-0.02625681,0.21662463,0.026664943,0.093290451,0.415421455,0.04886814,0.036094433,0.117006157,0.030347067,0.019020274,0.038271121,0.055470119,0.028754423,0.045596134,0.090474462,0.112304376,0.077513109,0.342993055,0.048390324,0.091321302,0.061925662,0.03270406,-0.036160402,0.046732606,0.046913335,0.052866843,0.099360074,0.084017473,0.394319579,0.032947249,0.093252337,0.073521503,-0.009234892,0.060163195,-0.001969999,0.083757238,0.087938952,0.012367494,0.053903449,0.082060568,-0.007936509,-0.01731142,-0.083688155,-0.027205465,0.006583069,-0.074188335,-0.015530972,0.049040527,0.126233581,-0.023030083,-0.021174969,0.10679673,-0.000329045,0.06263943,-0.071886261,-0.033836725,0.254570921,-0.002725221,-0.03058967,-0.03150541,-0.005087619,0.033733418,0.113321371,-0.052657139,0.006472402,0.11285463,0.00229652,0.04658504,0.299089785,-0.007998949,0.181536226
